@RELATION interaction
 
@ATTRIBUTE C0 NUMERIC
@ATTRIBUTE C1 NUMERIC
@ATTRIBUTE C2 NUMERIC
@ATTRIBUTE C3 NUMERIC
@ATTRIBUTE TP {C0, C1, C2, C3}


@DATA
4.68,6.33,2.75,13.94,C1
2.66,6.9,2.64,2.36,C1
0.0,0.0,0.0,1.84,C0
13.58,0.0,4.77,4.92,C2
1.25,3.97,4.19,9.61,C1
1.23,0.0,2.67,2.21,C1
0.0,0.0,0.0,27.57,C3
10.44,14.8,1.72,11.77,C1
2.39,6.8,5.54,2.28,C2
0.0,0.0,0.0,26.39,C3
1.01,0.0,2.35,7.4,C1
2.76,16.45,6.77,4.95,C1
12.31,28.79,3.92,14.71,C1
8.27,0.0,0.96,20.08,C2
11.71,0.0,0.0,17.1,C0
5.22,59.27,13.72,4.42,C2
0.46,0.0,0.0,13.59,C3
1.3,3.83,3.55,27.18,C2
23.63,9.63,8.59,24.79,C1
2.66,3.57,2.71,2.49,C1
6.22,0.0,0.7,4.05,C0
3.89,15.68,2.75,2.43,C1
2.43,0.0,0.94,2.5,C2
2.56,15.25,1.86,21.08,C1
15.96,0.0,0.0,11.7,C3
6.61,0.0,4.61,2.48,C2
0.84,0.0,0.0,26.72,C3
9.18,0.0,1.8,2.29,C0
11.35,18.51,0.81,33.4,C1
2.6,0.0,4.37,2.37,C1
0.99,30.21,4.51,4.04,C1
1.39,0.0,1.95,5.54,C1
1.76,0.0,0.51,17.58,C2
7.1,39.87,0.66,36.77,C1
0.0,0.0,0.0,18.91,C0
2.22,3.39,2.54,7.91,C0
2.55,6.87,2.5,30.96,C1
2.68,0.0,0.0,2.25,C0
2.63,0.0,0.0,16.41,C3
1.36,0.0,0.92,9.7,C2
2.69,19.86,1.95,2.49,C1
3.01,0.0,0.0,5.84,C3
2.14,0.0,0.75,3.7,C2
2.39,22.92,0.77,21.69,C1
8.1,0.0,0.95,2.47,C0
6.66,74.1,5.47,2.47,C2
2.44,21.38,2.61,4.62,C1
2.0,3.36,2.45,2.22,C2
0.0,0.0,0.0,22.74,C0
4.56,13.69,2.44,2.39,C1
5.07,0.0,0.0,6.27,C0
4.03,0.0,0.86,7.52,C2
0.77,0.0,1.44,15.66,C2
7.89,15.59,10.07,4.77,C1
2.76,0.0,1.92,5.28,C2
2.7,0.0,2.7,2.47,C2
18.76,12.06,15.1,4.97,C1
33.98,0.0,10.45,41.57,C3
1.37,0.0,1.92,2.46,C1
4.04,0.0,1.85,4.96,C2
2.84,0.0,3.02,11.3,C0
2.67,16.5,3.4,4.49,C1
4.15,87.83,29.85,5.02,C2
1.36,20.44,1.81,3.55,C1
25.5,0.0,2.6,47.3,C2
6.84,88.3,16.42,2.14,C2
1.36,35.36,3.78,2.51,C1
1.36,0.0,0.0,34.35,C3
7.27,0.0,0.0,2.31,C0
0.0,0.0,0.0,20.74,C3
3.99,3.73,3.71,2.45,C2
1.31,0.0,0.0,2.48,C0
3.56,16.93,1.65,2.38,C1
1.38,7.8,0.98,7.48,C1
10.54,0.0,1.67,12.09,C2
2.61,0.0,0.0,10.08,C2
6.26,0.0,1.82,2.43,C2
5.44,55.43,1.94,2.26,C1
10.83,0.0,0.0,19.01,C2
1.93,0.0,0.0,2.18,C0
14.93,7.68,2.75,9.95,C1
5.29,0.0,0.0,24.08,C0
2.74,26.28,2.61,2.42,C1
1.28,58.07,3.34,2.34,C2
7.38,22.66,1.7,15.52,C1
1.29,15.07,2.58,2.21,C1
2.74,0.0,1.27,11.55,C2
1.39,32.16,0.98,7.48,C1
2.43,0.0,0.86,21.27,C1
0.0,0.0,0.0,11.98,C3
2.27,0.0,0.0,9.83,C0
3.75,13.88,0.8,4.41,C1
10.83,0.0,2.8,27.36,C2
4.27,4.01,0.97,34.58,C1
2.43,9.12,2.09,2.43,C1
23.25,0.0,1.95,36.54,C2
0.0,0.0,0.0,31.51,C3
6.94,0.0,1.96,2.51,C2
2.39,0.0,0.0,2.38,C2
2.62,0.0,0.0,2.51,C0
2.69,0.0,0.0,2.34,C0
2.24,0.0,0.0,2.15,C0
4.11,81.45,4.71,12.39,C2
5.64,41.94,1.64,27.65,C1
11.51,0.0,0.0,32.9,C0
2.57,0.0,0.0,9.42,C2
4.77,32.81,5.15,38.05,C2
1.89,0.0,1.1,33.29,C2
5.4,7.98,3.78,21.09,C1
13.17,0.0,0.0,18.65,C0
0.0,0.0,0.0,16.93,C0
2.77,48.14,3.84,2.48,C2
6.63,19.98,6.62,12.24,C2
1.26,0.0,1.23,2.43,C2
1.29,0.0,3.24,2.4,C2
3.77,30.24,3.7,2.53,C1
6.12,0.0,0.0,2.11,C0
13.11,0.0,0.0,11.31,C0
2.77,0.0,5.76,4.85,C2
1.37,53.58,1.93,2.47,C1
2.3,0.0,2.01,2.13,C2
10.96,0.0,0.0,32.17,C2
3.73,0.0,0.0,2.28,C2
2.66,19.43,1.83,2.33,C1
2.79,57.0,13.45,2.56,C2
5.07,0.0,0.0,16.89,C0
1.2,0.0,0.0,13.54,C3
3.72,0.0,2.11,4.51,C2
8.04,0.0,0.0,4.95,C3
4.07,43.77,7.59,2.49,C2
2.65,46.44,0.84,29.02,C2
2.24,3.67,0.83,2.33,C1
12.42,93.35,38.73,22.57,C0
1.34,0.0,1.74,2.44,C2
5.24,0.0,0.0,5.01,C2
5.34,19.69,7.56,2.49,C0
1.23,44.29,1.88,2.26,C1
0.79,0.0,1.57,0.52,C1
1.33,11.92,2.78,4.95,C1
9.69,1.35,1.42,24.43,C2
5.3,23.01,0.93,2.52,C1
3.11,66.83,11.49,2.07,C1
3.54,33.5,6.05,8.19,C1
2.65,39.14,0.96,2.49,C1
2.8,67.12,2.69,2.55,C1
1.36,83.26,20.73,4.84,C2
9.67,0.0,0.0,12.5,C3
3.67,16.69,2.72,2.38,C1
1.38,0.0,1.88,2.48,C1
1.01,0.0,1.41,4.11,C1
4.76,19.03,2.46,2.27,C1
3.17,43.7,10.39,4.39,C1
3.87,16.0,5.33,10.76,C1
3.72,30.22,4.52,2.22,C0
4.71,0.0,3.19,16.78,C2
35.65,13.38,2.54,41.52,C1
2.78,48.01,1.93,2.54,C2
3.7,0.0,1.67,6.18,C2
2.65,17.69,4.29,2.41,C1
5.32,0.0,0.0,2.22,C0
11.65,0.0,1.79,9.01,C0
3.25,3.06,2.49,2.44,C2
5.0,0.0,2.58,7.05,C2
1.37,3.91,3.78,4.48,C2
4.51,16.33,1.46,20.96,C1
2.6,0.0,0.92,9.07,C2
2.85,0.0,0.0,1.57,C0
4.17,8.2,3.92,2.49,C1
2.73,0.0,3.81,9.89,C0
29.59,0.0,0.0,39.82,C2
6.23,0.0,0.0,34.53,C3
1.39,8.12,1.95,2.5,C1
13.06,0.0,0.0,12.13,C0
2.43,11.41,5.0,2.41,C1
11.93,0.0,3.73,2.44,C0
2.4,17.29,2.43,3.62,C1
55.45,0.0,13.59,40.41,C0
0.0,0.0,0.0,26.2,C0
4.13,20.17,1.95,15.01,C1
13.05,0.0,7.03,9.58,C2
2.28,43.25,1.36,28.09,C1
2.4,0.0,0.0,12.04,C2
1.33,67.8,2.7,2.42,C1
12.93,0.0,0.88,14.32,C2
6.69,0.0,3.65,2.44,C2
6.78,0.0,5.64,2.52,C1
1.51,0.0,0.0,2.43,C0
2.67,7.9,4.75,2.43,C1
6.64,0.0,1.9,22.11,C1
0.77,0.0,0.76,4.27,C2
6.43,43.27,8.28,6.98,C1
4.19,0.0,0.0,12.71,C3
2.78,0.0,0.0,20.24,C0
2.17,0.0,0.77,2.03,C2
5.42,0.0,0.0,2.31,C0
2.69,0.0,0.0,46.57,C0
3.92,0.0,1.63,16.72,C2
9.6,0.0,0.0,14.19,C3
1.17,0.0,0.0,18.19,C3
1.35,0.0,1.77,2.44,C2
4.15,48.26,8.6,4.93,C1
10.65,0.0,0.0,10.08,C0
